Query#	Type	Level	Category	Query	Expected Json Result	Actual Json Result(Exclude U-Translator Domain)	JsonP/F	Expected String Result	Actual String Result	StringP/F	QueryID	TimeSpent	AudioFile	Dominio
2455	1	L3-survey	media player	adelanta 3 canciones	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:2	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:2	PASS	b72e40bb-aa44-a469-07dd-fad839217deb	1.0493	-	MPC
2456	1	L3-survey	media player	adelanta 40 segundos	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_FAST_FORWARD","RewindFastForwardAmountInSeconds":40.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_FAST_FORWARD","RewindFastForwardAmountInSeconds":40}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_FAST_FORWARD -> RewindFastForwardAmountInSeconds:40.0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_FAST_FORWARD -> RewindFastForwardAmountInSeconds:40.0	PASS	e7aceca4-4f58-963e-d6a2-e916ddec3939	1.0819	-	MPC
2457	1	L3-survey	media player	adelanta 5 canciones	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:4	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:4	PASS	fb37c990-ce9d-1e0e-3d9e-38f52a9a44a2	1.0585	-	MPC
2469	1	L3-survey	media player	apagar modo repetición	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REPEAT_OFF"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REPEAT_OFF"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REPEAT_OFF	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REPEAT_OFF	PASS	f3011c02-4176-11b7-dd4d-caefd9969255	0.6927	-	MPC
2471	1	L3-survey	media player	atrás 20 segundos	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REWIND"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REWIND"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REWIND -> RewindFastForwardAmountinSeconds:20	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REWIND -> RewindFastForwardAmountinSeconds:20	PASS	3c729b67-0618-a69c-3768-a3e21e9d4058	0.8486	-	MPC
2472	1	L3-survey	media player	avanza 15 segundos	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_FAST_FORWARD","RewindFastForwardAmountInSeconds":15.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_FAST_FORWARD","RewindFastForwardAmountInSeconds":15}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_FAST_FORWARD -> RewindFastForwardAmountInSeconds:15.0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_FAST_FORWARD -> RewindFastForwardAmountInSeconds:15.0	PASS	ad9a4a8e-d80c-4f34-4869-56ca95c3227e	0.8909	-	MPC
2473	1	L3-survey	media player	avanza diez segundos	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_FAST_FORWARD","RewindFastForwardAmountInSeconds":10.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_FAST_FORWARD","RewindFastForwardAmountInSeconds":10}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_FAST_FORWARD -> RewindFastForwardAmountInSeconds:10.0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_FAST_FORWARD -> RewindFastForwardAmountInSeconds:10.0	PASS	55d98213-9ae4-78a8-d8ec-de26b39b64e6	0.8737	-	MPC
2474	1	L3-survey	media player	brincar la canción que se está reproduciendo	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	ce157073-ff6d-336f-be2b-90a72b8dbb86	0.7704	-	MPC
2475	1	L3-survey	media player	brincar la siguiente canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	bf04a25e-e614-77c8-e60e-a35fd0c9a294	0.6991	-	MPC
2476	1	L3-survey	media player	cambia a la tercera canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK -> PlayNumberedTrackTrackNumber:3	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK -> PlayNumberedTrackTrackNumber:3	PASS	06cf56ef-50df-03d7-7777-1331c883d508	0.9865	-	MPC
2477	1	L3-survey	media player	cámbiame de canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	433b3726-138b-3aad-de5c-7cb6c3a878d9	1.1671	-	MPC
2481	1	L3-survey	media player	canción previa	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":-1.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":-1}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:-1	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:-1	PASS	516af175-e144-481a-dbe4-0f884e9923d1	0.7589	-	MPC
2482	1	L3-survey	media player	dale a play	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	PASS	d8912db7-db0c-ded5-63c2-f16a44c6a6c7	1.1591	-	MPC
2483	1	L3-survey	media player	deja de reproducir	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	PASS	c5d24185-7da2-88a7-63ef-b0e668e779b9	1.1287	-	MPC
2484	1	L3-survey	media player	deja de reproducir música	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	PASS	0c94c4d8-304f-0bf6-fc50-53e339a43dff	1.3519	-	MPC
2485	1	L3-survey	media player	dejar de reproducir	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	PASS	04974ba2-492f-ed2f-240c-26cab769ba8e	0.6585	-	MPC
2488	1	L3-survey	media player	detén la música	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	PASS	24f426b8-b621-a508-2bc5-75a0fe4c53c0	0.8471	-	MPC
2489	1	L3-survey	media player	detener canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_STOP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_STOP	PASS	bdd25bca-4709-c3bc-58c5-6a304250bb04	0.6698	-	MPC
2490	1	L3-survey	media player	ejecutar modo aleatorio	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE_ON"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE_ON"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE_ON	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE_ON	PASS	9d8128e8-7789-ab15-7ff7-d4cd84a84763	0.8513	-	MPC
2492	1	L3-survey	media player	anterior tema	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:-1	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:-1	PASS	a9e24fb5-53fb-db8d-34a7-3998b75b5941	0.7951	-	MPC
2493	1	L3-survey	media player	escuchar en orden aleatorio	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE","UserRequestedAll":true,"UserSpecifiedPlaylist":true}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE","UserRequestedAll":true,"UserSpecifiedPlaylist":true}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE -> UserRequestedAll:true -> UserSpecifiedPlaylist:true	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE -> UserRequestedAll:true -> UserSpecifiedPlaylist:true	PASS	d7999cb7-f91d-892e-280b-7445469f5615	0.7221	-	MPC
2495	1	L3-survey	media player	hazme el favor de poner otra canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	b1b90d34-6db8-b347-bdd9-ce58f6f0d1f7	1.1461	-	MPC
2498	1	L3-survey	media player	muévete a la siguiente canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	46078a31-ee2d-c7cf-fead-07307cde537c	1.0066	-	MPC
2499	1	L3-survey	media player	oír música	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	PASS	1fd719c9-b9c4-3517-8cb7-3d9d12bfbb80	0.6584	-	MPC
2500	1	L3-survey	media player	pasa 3 canciones	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":2.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":2}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:2	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:2	PASS	45f6c3b9-56f8-3314-da56-9e4f6909bce7	1.1997	-	MPC
2501	1	L3-survey	media player	pasá a la canción siguiente	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	a22264b6-4c77-ae4a-6f08-5ae0437e0cd8	0.8357	-	MPC
2502	1	L3-survey	media player	pausa justo ahora	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PAUSE"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PAUSE"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PAUSE	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PAUSE	PASS	c403e749-f8c5-04eb-895c-fc36b2b76236	0.9975	-	MPC
2503	1	L3-survey	media player	pausa la pista	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PAUSE"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PAUSE"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PAUSE	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PAUSE	PASS	deccd8f2-07f6-8f84-3194-7b53f7c4d286	0.9253	-	MPC
2504	1	L3-survey	media player	pausar música	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PAUSE"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PAUSE"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PAUSE	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PAUSE	PASS	66454e20-c264-4d68-d33c-f288f6d131e0	0.698	-	MPC
2505	1	L3-survey	media player	pon el modo aleatorio	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE_ON"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE_ON"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE_ON	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE_ON	PASS	7ba23dbe-6135-ec49-fa58-c8c415509958	1.1786	-	MPC
2506	1	L3-survey	media player	pon el modo shuffle	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE_ON"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE_ON"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE_ON	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE_ON	PASS	a256223c-2ab9-123c-a8f6-3c15fe326489	1.2309	-	MPC
2507	1	L3-survey	media player	pon la próxima	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0.0}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP","SkipAmount":0}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP -> SkipAmount:0	PASS	e076d209-0468-50f1-21ed-74c3d97fa581	1.3642	-	MPC
2508	1	L3-survey	media player	pon otro álbum	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP_ALBUM"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SKIP_ALBUM"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP_ALBUM	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SKIP_ALBUM	PASS	a5a18225-e759-e3ce-8fcd-76c53da663af	1.116	-	MPC
2511	1	L3-survey	media player	poné la música	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PAUSE"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PAUSE"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PAUSE	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PAUSE	PASS	52d88133-4ec1-29ed-4c41-9e05e141afd5	1.5353	-	MPC
2513	1	L3-survey	media player	ponla en pausa	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PAUSE"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PAUSE"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PAUSE	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PAUSE	PASS	715a33b8-71ad-0796-4cd1-bf774efdd695	0.9014	-	MPC
2514	1	L3-survey	media player	ponlo en aleatorio	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE_ON"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE_ON"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE_ON	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE_ON	PASS	b31cb456-691d-a856-86ca-8c0d87c11412	1.008	-	MPC
2515	1	L3-survey	media player	que suene la canción 2	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK -> PlayNumberedTrackTrackNumber:2	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_NUMBERED_TRACK -> PlayNumberedTrackTrackNumber:2	PASS	f22874a1-fcd7-4deb-732a-6fced43313bc	0.7555	-	MPC
2516	1	L3-survey	media player	reanuda la música	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_PLAY_CURRENT_SONG	PASS	1c8d5936-9253-10ec-dc99-0bf994511ec3	0.8244	-	MPC
2517	1	L3-survey	media player	rebobina 1 minuto	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REWIND"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REWIND"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REWIND -> RewindFastForwardAmountinSeconds:60	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REWIND -> RewindFastForwardAmountinSeconds:60	PASS	dba0fcbf-26c5-7a34-55ae-f32430d46962	1.281	-	MPC
2518	1	L3-survey	media player	rebobina tres minutos	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REWIND"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REWIND"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REWIND -> RewindFastForwardAmountinSeconds:180	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REWIND -> RewindFastForwardAmountinSeconds:180	PASS	fcb10252-be6d-3a15-b68e-e470806b5e9d	0.8778	-	MPC
2520	1	L3-survey	media player	reinicia la canción	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REPLAY"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_REPLAY"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REPLAY	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_REPLAY	PASS	caa3fdd2-8051-1641-1e98-a2d158eddea9	0.7915	-	MPC
2526	1	L3-survey	media player	reprodúcelas aleatoriamente	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE"}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE"}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE -> UserRequestedAll:true -> UserSpecifiedPlaylist:true	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE -> UserRequestedAll:true -> UserSpecifiedPlaylist:true	PASS	7357dc0c-fe55-a10f-148a-b5a3d89d2479	1.0189	-	MPC
2527	1	L3-survey	media player	reproducí aleatoriamente	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE","UserRequestedAll":true,"UserSpecifiedPlaylist":true}}]}	{"AllResults":[{"CommandKind":"MusicPlayerCommand","NativeData":{"CommandType":"MUSIC_PLAYER_RESPONSE_SHUFFLE","UserRequestedAll":true,"UserSpecifiedPlaylist":true}}]}	MATCH	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE -> UserRequestedAll:true -> UserSpecifiedPlaylist:true	MusicPlayerCommand -> MUSIC_PLAYER_RESPONSE_SHUFFLE -> UserRequestedAll:true -> UserSpecifiedPlaylist:true	PASS	c3e97b09-e7a5-28eb-f46c-80c97c124ee7	0.9047	-	MPC
